chunk_id,orthogonal_time,linear_time,parousia,rome_iron_city,anamnesis,entelechy,logos,the_divine,gnosticism,two_source_cosmology,dreaming,childhood,death_rebirth,judgment,dionysos,zebra,valis_entity,pink_light,information,hologram,symmetry_breaking,music,fish_sign,maze,android,drug_perception,writing_process,garden,cat,rat
1978-10-10_SECTION_016_119,0,0,0,Low,Medium,0,Medium,High,0,Medium,Medium,0,High,0,High,0,Low,0,Low,0,0,Low,Low,0,0,0,Low,Medium,Medium,Low
1978-10-10_SECTION_016_12,0,Low,0,Medium,0,0,High,Medium,0,0,0,0,Low,0,0,High,0,0,High,0,0,0,Medium,0,0,0,High,Low,High,High
1978-10-10_SECTION_016_120,0,0,0,Medium,Low,Low,0,High,0,0,0,0,Medium,0,High,0,High,0,0,0,0,Medium,Low,0,0,0,Medium,0,High,High
1978-10-10_SECTION_016_121,0,0,0,Medium,Medium,0,Medium,High,Medium,Medium,High,0,0,0,0,0,High,0,Medium,0,0,Low,High,0,0,0,Medium,0,Medium,High
1978-10-10_SECTION_016_122,0,0,0,0,Low,0,0,Medium,Medium,Low,0,0,0,0,0,0,High,0,High,0,0,0,Medium,Low,0,0,Medium,0,High,High
1978-10-10_SECTION_016_123,0,0,0,Low,Low,0,0,Low,0,Low,Low,0,0,0,0,0,High,0,Low,0,0,0,0,Medium,0,Medium,High,0,High,High
1978-10-10_SECTION_016_124,0,Low,0,Low,Low,0,0,High,0,0,Low,0,0,0,0,0,High,0,Low,0,0,0,Medium,Medium,0,0,High,0,Medium,High
1978-10-10_SECTION_016_125,0,0,0,Low,Medium,0,0,High,0,0,0,Low,0,0,Medium,0,High,0,0,Low,0,0,Medium,High,0,Medium,High,0,Medium,Medium
1978-10-10_SECTION_016_126,0,0,0,High,Low,0,0,High,0,Medium,High,0,0,0,0,0,High,0,High,0,0,0,Low,0,0,0,Low,Low,Medium,High
1978-10-10_SECTION_016_127,0,0,0,High,0,0,Medium,High,0,Low,High,Medium,Low,0,Medium,0,Medium,0,Low,0,0,0,Low,0,0,0,Low,0,Medium,High
1978-10-10_SECTION_016_128,0,0,0,0,0,0,0,High,0,Medium,0,0,0,0,0,0,Medium,0,High,0,0,0,Medium,0,0,Low,Low,0,Medium,High
1978-10-10_SECTION_016_129,0,Low,0,Low,High,0,Low,High,0,0,Low,0,Medium,0,0,0,High,0,High,0,0,0,Low,Low,0,Low,0,0,Medium,High
1978-10-10_SECTION_016_13,0,0,0,Low,0,0,High,High,Medium,Medium,0,0,0,0,0,High,0,0,High,Medium,0,0,Medium,Medium,Medium,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_130,0,0,0,Medium,Medium,0,High,Medium,0,0,High,0,0,0,0,0,High,0,High,0,0,0,Low,0,0,0,0,0,0,High
1978-10-10_SECTION_016_131,0,0,0,0,Medium,0,Medium,High,0,Medium,Low,0,Medium,0,0,0,High,0,High,0,0,0,Low,0,0,0,Medium,0,Low,High
1978-10-10_SECTION_016_132,0,0,0,0,0,0,Low,High,0,Low,Medium,0,0,Medium,0,0,High,0,Medium,0,0,Medium,Low,0,0,Medium,Medium,0,Medium,Medium
1978-10-10_SECTION_016_133,0,Low,0,Medium,0,0,Medium,High,0,0,Low,Medium,Low,0,0,0,Medium,0,0,0,Low,Low,Low,0,0,0,Low,0,High,High
1978-10-10_SECTION_016_134,0,0,0,Medium,0,0,0,High,0,Medium,Medium,0,High,0,0,0,Medium,0,High,0,Low,0,High,0,0,0,High,Medium,Medium,Medium
1978-10-10_SECTION_016_135,0,0,0,Low,Low,0,Medium,High,0,Low,Medium,0,High,0,0,0,High,0,High,0,0,0,High,0,0,Medium,High,0,High,Medium
1978-10-10_SECTION_016_136,0,0,0,0,0,Low,0,High,0,Medium,Low,0,Medium,0,0,0,High,0,High,0,0,0,Low,0,0,0,0,0,High,High
1978-10-10_SECTION_016_137,0,0,Low,0,0,0,High,High,0,0,High,High,0,0,0,0,High,0,Low,0,0,0,Medium,0,0,Low,Medium,0,High,High
1978-10-10_SECTION_016_138,0,0,0,0,Medium,0,0,High,0,0,High,0,0,0,0,0,High,0,Medium,0,0,0,Low,0,0,Low,Low,0,High,High
1978-10-10_SECTION_016_139,0,0,0,0,0,Low,Medium,High,Medium,High,High,Low,Medium,0,0,0,High,0,Medium,0,0,0,0,0,0,Medium,Low,0,Medium,High
1978-10-10_SECTION_016_14,0,0,0,Low,0,0,Low,High,High,Medium,Low,0,0,0,0,High,0,Low,High,0,0,0,Low,Medium,0,Medium,Medium,0,High,High
1978-10-10_SECTION_016_140,0,0,Low,0,0,0,High,High,0,High,High,0,Low,0,0,0,High,0,Medium,0,0,0,0,0,0,Medium,Medium,0,Low,High
1978-10-10_SECTION_016_141,0,0,0,Low,Medium,0,High,High,0,High,Medium,0,High,0,0,0,High,0,Medium,0,0,Low,Medium,0,0,Low,Medium,Low,Medium,High
1978-10-10_SECTION_016_142,0,0,0,0,0,0,High,High,0,Medium,0,0,High,0,0,0,High,0,0,0,0,High,0,0,0,Medium,Low,Low,High,High
1978-10-10_SECTION_016_143,0,0,0,Medium,Low,0,Low,High,Medium,Medium,Medium,Medium,Medium,0,0,0,High,0,Medium,0,0,0,Medium,0,0,0,0,Low,Medium,Medium
1978-10-10_SECTION_016_144,0,0,0,0,0,0,0,Medium,Low,Medium,Medium,0,Medium,0,0,0,High,0,0,0,0,0,0,0,0,Medium,0,0,High,High
1978-10-10_SECTION_016_145,0,0,0,0,Low,0,0,Medium,0,Low,Medium,0,Medium,0,0,0,Medium,0,0,0,0,0,0,0,0,Low,0,0,Medium,High
1978-10-10_SECTION_016_146,0,0,0,0,Medium,0,Low,Medium,0,Low,0,0,Medium,0,0,0,High,0,Medium,0,0,0,Medium,0,0,0,Medium,0,Medium,High
1978-10-10_SECTION_016_147,0,0,0,0,0,0,0,High,0,Medium,Medium,0,0,0,0,0,High,0,Medium,0,0,0,Low,Medium,0,High,0,0,Medium,High
1978-10-10_SECTION_016_148,0,0,0,0,High,0,Medium,High,0,0,Medium,0,0,0,0,0,High,0,0,0,0,0,Medium,0,0,Medium,0,High,Low,High
1978-10-10_SECTION_016_149,Low,Low,0,0,High,0,Medium,Medium,0,Low,Medium,0,Low,0,0,0,High,0,Medium,Low,0,0,Low,0,0,Medium,0,High,High,Medium
1978-10-10_SECTION_016_15,0,0,0,Low,Medium,Low,0,High,High,0,Medium,Medium,Medium,0,0,High,0,0,Medium,0,0,0,Medium,Medium,0,Low,High,0,Low,High
1978-10-10_SECTION_016_150,Medium,Medium,0,Medium,High,Low,0,Medium,Low,0,Medium,0,Medium,0,0,0,Medium,0,0,0,0,0,0,0,0,Medium,0,Medium,Low,Medium
1978-10-10_SECTION_016_151,Medium,0,0,0,Medium,0,Low,High,0,Low,Medium,0,0,0,0,0,Low,0,High,Low,0,0,Medium,Low,0,Medium,Medium,High,Medium,High
1978-10-10_SECTION_016_152,0,0,Medium,0,High,0,Medium,High,Medium,Low,High,Medium,0,0,0,0,High,0,Medium,0,0,0,Medium,Low,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_153,0,0,0,0,Low,0,Medium,High,0,Low,Medium,Low,0,0,0,0,High,0,Medium,Low,0,0,0,0,0,Medium,Low,0,0,High
1978-10-10_SECTION_016_154,0,0,0,Low,0,0,Medium,High,Medium,Medium,Medium,0,0,0,0,0,High,0,0,0,0,0,Low,0,0,Medium,Low,0,Medium,High
1978-10-10_SECTION_016_155,0,0,0,Low,0,0,Low,High,0,Medium,High,0,High,0,0,0,Medium,0,Low,0,0,0,0,0,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_156,0,0,0,Medium,High,0,Medium,High,0,Medium,High,0,High,0,0,0,High,0,Low,0,0,0,Medium,0,0,Medium,High,Low,0,Medium
1978-10-10_SECTION_016_157,0,0,0,Medium,Low,0,0,Medium,Low,0,Medium,0,Medium,0,0,0,High,0,Low,0,0,0,Low,Low,0,Medium,High,Medium,Medium,Medium
1978-10-10_SECTION_016_158,0,0,0,Medium,High,0,0,Low,0,0,High,0,0,0,0,0,High,0,0,0,0,0,Low,0,0,Medium,0,0,High,High
1978-10-10_SECTION_016_159,0,0,0,0,Medium,0,Medium,High,0,Medium,Medium,0,Low,Low,0,0,High,0,High,Low,0,0,0,0,0,High,Low,Low,High,High
1978-10-10_SECTION_016_16,0,0,0,High,Medium,0,Medium,High,High,0,Medium,Medium,High,0,0,High,0,0,High,0,0,0,Low,Medium,0,Medium,High,0,High,High
1978-10-10_SECTION_016_160,0,0,0,0,0,0,Low,High,0,Low,High,0,0,0,0,0,High,0,0,0,0,0,0,0,0,High,0,0,Low,High
1978-10-10_SECTION_016_161,0,Low,0,0,Low,0,Medium,High,0,Low,Low,0,0,0,0,0,High,0,0,0,Low,0,0,0,0,High,0,0,High,High
1978-10-10_SECTION_016_162,0,0,Low,0,Low,0,0,High,Medium,Medium,High,0,Medium,Low,0,0,High,0,0,0,Low,0,0,0,0,High,Medium,0,Medium,High
1978-10-10_SECTION_016_163,0,0,0,0,Medium,0,0,High,Low,Medium,High,0,Low,0,0,0,Medium,0,0,0,Low,0,0,Low,0,Medium,Low,Medium,0,High
1978-10-10_SECTION_016_164,0,0,0,0,Medium,0,0,High,High,Medium,Medium,0,Medium,0,0,0,Medium,0,0,0,0,Medium,Low,0,0,Low,High,0,0,High
1978-10-10_SECTION_016_165,0,0,0,0,0,0,Low,High,Low,Medium,Medium,0,Medium,0,0,0,High,0,High,0,0,Low,0,0,0,Medium,Low,0,0,High
1978-10-10_SECTION_016_166,0,0,0,0,Medium,0,Low,High,0,0,High,0,Medium,0,0,0,High,0,High,Medium,0,0,Low,0,0,0,0,0,Medium,Medium
1978-10-10_SECTION_016_167,0,0,0,0,Low,0,Medium,High,0,Medium,Medium,0,Low,0,0,0,High,0,High,Medium,0,0,Medium,0,0,Medium,High,0,High,High
1978-10-10_SECTION_016_168,0,0,0,Low,Low,0,0,High,0,Low,Medium,0,High,0,0,0,Medium,0,Medium,0,0,0,Low,0,0,0,0,0,Medium,High
1978-10-10_SECTION_016_169,0,0,0,0,0,0,Low,High,0,High,Medium,0,High,Low,0,0,High,0,Medium,0,0,0,0,0,0,Low,0,0,High,Medium
1978-10-10_SECTION_016_17,0,0,0,Low,High,0,Low,High,High,0,High,0,0,0,0,High,Low,0,Medium,0,0,0,Medium,Medium,0,Low,High,0,Medium,0
1978-10-10_SECTION_016_170,0,0,0,0,Low,0,Medium,High,0,Medium,Low,0,Medium,0,0,0,Medium,0,High,0,0,0,0,0,0,Low,Low,0,High,High
1978-10-10_SECTION_016_171,Medium,Low,0,Low,Medium,0,Medium,High,0,Medium,High,0,Medium,Low,Medium,0,High,0,High,0,0,0,0,0,0,Medium,Low,Low,Low,High
1978-10-10_SECTION_016_172,0,0,0,0,0,0,Medium,High,0,Medium,Medium,0,High,Low,Low,0,High,0,Low,0,0,0,Low,0,0,Low,Medium,0,0,High
1978-10-10_SECTION_016_173,0,0,0,0,0,0,High,High,0,0,Medium,0,High,0,0,0,High,0,High,0,0,0,Medium,0,0,Medium,0,0,High,High
1978-10-10_SECTION_016_174,0,0,0,0,0,0,Low,High,0,Medium,Medium,0,High,Low,0,0,Medium,0,High,0,0,0,0,0,0,High,Low,0,High,High
1978-10-10_SECTION_016_175,0,0,0,0,0,0,Medium,High,Low,High,Medium,0,Medium,Medium,0,0,Medium,0,High,0,0,0,0,Low,0,High,Low,0,Medium,High
1978-10-10_SECTION_016_176,0,0,0,Low,0,0,High,High,0,Low,0,Low,Low,Medium,0,Medium,Medium,0,0,0,0,0,Low,0,0,0,Low,0,High,Medium
1978-10-10_SECTION_016_177,0,0,0,0,0,Low,Low,High,Medium,High,Low,0,0,0,0,High,High,0,Medium,0,0,High,0,0,0,0,0,0,Medium,High
1978-10-10_SECTION_016_178,0,0,0,0,0,0,Low,High,Low,Medium,Medium,0,0,Low,0,Medium,High,0,Medium,0,0,0,Medium,Medium,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_179,0,0,0,0,Medium,0,0,High,0,0,Medium,0,Low,0,0,0,High,0,Medium,0,0,0,Medium,0,0,0,Medium,0,Medium,High
1978-10-10_SECTION_016_18,Low,0,0,Medium,Medium,0,0,High,High,Medium,Medium,0,0,0,0,Medium,0,0,0,0,0,0,Medium,0,0,Low,Low,0,Medium,High
1978-10-10_SECTION_016_180,Medium,High,0,0,0,0,0,High,0,Medium,Medium,0,High,0,Low,High,High,0,0,0,0,0,Low,0,0,High,Medium,0,Medium,High
1978-10-10_SECTION_016_181,0,0,0,0,Low,0,0,High,0,Low,Medium,0,Low,0,0,Medium,High,0,Low,Low,0,0,0,0,0,Medium,Medium,0,Low,High
1978-10-10_SECTION_016_182,Low,0,0,0,0,0,High,High,High,Low,Medium,0,Medium,0,0,Medium,High,0,Medium,0,0,0,Low,0,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_183,0,0,0,0,0,0,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,0,0,High,0,Medium,0,0,0,0,0,0,Low,Medium,0,High,High
1978-10-10_SECTION_016_184,0,0,0,Low,Medium,0,0,High,0,0,High,0,Low,0,0,Medium,High,0,Low,0,0,0,Medium,0,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_185,0,0,0,Low,0,0,0,High,0,High,Medium,0,Medium,0,Low,0,High,0,Medium,0,0,0,Medium,High,0,0,Low,0,Medium,High
1978-10-10_SECTION_016_186,0,0,0,0,0,0,0,High,0,Low,Low,0,Low,0,Low,High,High,0,0,Low,0,0,0,0,0,Medium,Medium,0,High,High
1978-10-10_SECTION_016_187,0,0,0,Low,0,0,Low,High,0,Low,Medium,Medium,Medium,0,0,Medium,High,0,Medium,Low,0,0,High,0,0,Medium,High,0,Medium,High
1978-10-10_SECTION_016_188,0,0,0,0,0,0,High,High,0,Medium,Medium,Low,Low,0,0,0,High,0,Low,Low,0,0,Low,High,0,0,Low,0,Low,High
1978-10-10_SECTION_016_189,0,0,0,Medium,0,0,0,Medium,0,Medium,High,Low,0,0,0,0,High,0,High,Medium,0,0,0,Medium,0,0,Medium,0,Medium,High
1978-10-10_SECTION_016_19,0,Low,0,Medium,Low,0,0,High,Medium,Medium,Medium,0,0,Low,0,0,Low,0,0,0,0,0,0,0,0,Low,Medium,0,0,High
1978-10-10_SECTION_016_190,0,0,0,Medium,0,0,0,High,0,Low,Medium,Low,0,0,0,0,High,0,Medium,Medium,0,0,Low,0,0,Low,0,0,Medium,High
1978-10-10_SECTION_016_191,0,0,0,Medium,0,0,0,High,0,Low,Medium,0,0,0,0,Medium,0,0,Medium,0,0,0,Medium,0,0,Low,Low,0,Low,High
1978-10-10_SECTION_016_192,0,0,0,Medium,Medium,0,Low,Medium,Medium,Medium,High,0,0,0,0,0,Medium,0,Low,0,0,0,Medium,0,0,0,High,0,Medium,High
1978-10-10_SECTION_016_193,0,0,0,High,0,0,Low,High,0,Medium,Medium,0,Low,0,0,0,Medium,0,Medium,0,0,0,0,0,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_194,0,0,0,0,0,0,Medium,High,0,High,Medium,0,High,0,0,0,High,0,0,0,0,0,0,0,0,0,0,0,0,High
1978-10-10_SECTION_016_195,0,0,0,0,0,0,0,Medium,0,High,Medium,0,Medium,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Low,Low,Low,Medium
1978-10-10_SECTION_016_196,0,0,0,0,Medium,Low,Medium,High,0,Medium,Medium,0,Low,0,Low,Medium,High,0,Low,0,0,0,0,0,0,Low,0,0,Medium,High
1978-10-10_SECTION_016_197,0,0,0,Low,Medium,0,Medium,High,0,Low,0,0,Low,0,0,Medium,High,0,High,Medium,0,0,0,0,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_198,0,0,0,0,Medium,Low,Low,High,0,Medium,0,0,0,0,0,0,High,0,High,Medium,0,0,0,0,0,Medium,Low,0,0,High
1978-10-10_SECTION_016_199,0,0,Low,Low,0,0,0,High,0,Medium,Low,0,Medium,0,0,0,High,0,Medium,0,0,High,0,Low,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_20,0,0,0,Medium,0,0,Low,High,Medium,0,Low,0,Low,0,0,0,Low,0,0,Low,0,0,0,Medium,0,Medium,0,0,Medium,High
1978-10-10_SECTION_016_200,0,0,0,Low,Medium,0,Low,High,0,Medium,Medium,Medium,0,0,0,0,Medium,0,0,0,0,0,Medium,0,0,Medium,Low,Medium,Medium,High
1978-10-10_SECTION_016_201,0,0,0,0,0,0,High,High,0,Medium,High,0,0,0,0,0,Low,0,Medium,0,0,0,High,Medium,0,Low,High,0,Medium,High
1978-10-10_SECTION_016_202,0,0,0,0,Low,0,High,High,Medium,Medium,High,0,High,0,Medium,0,High,0,Low,0,0,0,Low,0,Low,Medium,Medium,0,High,High
1978-10-10_SECTION_016_203,0,0,0,0,Medium,0,0,High,0,Medium,Medium,0,Medium,0,0,0,Medium,0,High,0,0,0,0,0,0,Medium,0,Low,High,Medium
1978-10-10_SECTION_016_204,0,0,0,0,0,0,Low,High,Low,Medium,Medium,Low,0,0,0,0,High,0,Medium,0,0,Low,0,0,0,0,0,0,Medium,Medium
1978-10-10_SECTION_016_205,0,0,0,0,Low,0,Medium,High,Low,High,Medium,0,Medium,Low,0,0,High,0,High,0,0,0,0,0,0,Medium,0,0,High,High
1978-10-10_SECTION_016_206,0,0,0,0,0,0,0,0,0,Medium,0,0,Low,Low,0,0,High,0,Medium,0,0,0,0,0,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_207,0,0,0,0,Low,0,0,High,Low,0,Low,0,Low,0,0,0,High,0,High,0,0,0,0,0,0,0,Low,0,Medium,High
1978-10-10_SECTION_016_208,0,0,0,0,Low,0,Low,High,0,Medium,Low,0,Low,0,0,0,High,0,Medium,0,0,0,0,0,0,0,Medium,0,Medium,Medium
1978-10-10_SECTION_016_209,0,0,0,0,Low,Low,Low,High,Low,Low,Low,0,0,0,0,0,High,0,High,0,0,0,0,0,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_21,0,0,0,0,Low,0,Low,Medium,0,Medium,Medium,0,Low,0,0,High,0,Medium,0,Medium,0,0,0,0,0,Medium,0,0,Medium,High
1978-10-10_SECTION_016_210,0,0,0,0,Medium,Medium,0,Medium,0,High,High,0,Low,0,0,0,High,0,High,0,0,0,Medium,0,0,Medium,0,0,High,High
1978-10-10_SECTION_016_211,0,0,0,Low,Low,Medium,Low,High,0,0,0,0,0,0,Low,0,High,0,High,0,0,Low,0,0,0,High,0,Medium,0,High
1978-10-10_SECTION_016_212,0,0,0,Medium,Medium,0,Low,High,Medium,Low,High,0,Low,Medium,Medium,0,Medium,0,High,0,0,Low,Medium,Low,0,0,Medium,High,High,Low
1978-10-10_SECTION_016_213,0,0,0,High,0,0,Medium,High,0,Low,Low,0,0,0,0,0,Medium,0,High,0,0,Medium,Low,0,0,Low,Low,0,High,Medium
1978-10-10_SECTION_016_214,0,0,0,High,Medium,0,0,High,0,Low,Medium,0,Low,Low,0,0,0,0,0,0,0,0,0,Medium,0,Medium,Medium,0,High,High
1978-10-10_SECTION_016_215,0,0,0,0,0,0,0,High,0,Medium,High,0,High,Low,0,0,0,0,0,0,0,0,0,0,0,High,0,0,High,Medium
1978-10-10_SECTION_016_216,0,0,0,Low,Medium,0,Low,High,Low,Medium,Medium,0,High,0,0,0,Low,0,0,0,0,0,Medium,0,0,Low,0,0,Medium,High
1978-10-10_SECTION_016_217,0,0,0,0,Medium,0,0,High,Low,High,High,0,Low,0,0,0,Medium,0,High,0,0,0,Low,0,Low,Medium,Low,0,High,Medium
1978-10-10_SECTION_016_218,0,0,0,0,0,0,Low,High,0,Medium,High,0,Medium,0,0,0,High,0,High,0,0,0,0,0,0,Low,0,0,High,High
1978-10-10_SECTION_016_219,0,0,0,0,0,0,0,High,High,Medium,High,0,High,0,Low,0,Medium,0,Medium,0,0,0,0,0,0,Medium,0,0,High,Medium
1978-10-10_SECTION_016_22,0,0,0,0,Medium,0,Medium,High,0,Medium,Medium,0,Medium,Low,0,High,0,Low,High,0,0,0,High,0,0,Low,Medium,0,Low,High
1978-10-10_SECTION_016_220,0,0,0,Low,Medium,0,0,High,0,High,Medium,0,High,0,0,0,0,0,0,0,0,Medium,Low,0,0,Medium,Low,Medium,Medium,High
1978-10-10_SECTION_016_221,0,0,0,0,Medium,0,Low,High,0,High,Low,0,Medium,0,0,0,Medium,0,High,0,0,Medium,Low,0,0,Low,Medium,High,High,High
1978-10-10_SECTION_016_222,0,0,0,0,0,High,0,High,0,Medium,Medium,0,0,Low,0,0,High,0,Medium,0,0,0,0,0,0,High,0,Low,Medium,High
1978-10-10_SECTION_016_223,0,0,0,Low,0,0,0,High,0,Low,Low,0,0,0,0,0,High,0,0,0,0,Medium,Low,0,0,0,Low,0,Low,High
1978-10-10_SECTION_016_224,0,0,Low,0,0,0,0,High,0,High,0,0,Medium,0,0,0,High,0,0,0,0,Low,0,0,0,0,Low,0,Medium,High
1978-10-10_SECTION_016_225,0,0,0,Low,0,0,Low,High,0,Medium,0,0,Medium,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Medium,High,High
1978-10-10_SECTION_016_226,0,0,0,0,0,0,0,High,Low,0,0,0,High,0,0,0,0,0,0,0,0,0,0,0,0,Low,0,0,Low,Low
1978-10-10_SECTION_016_227,0,0,0,Low,0,0,Low,High,High,Medium,0,0,High,0,0,0,0,0,0,0,0,0,0,0,0,Low,0,High,0,Medium
1978-10-10_SECTION_016_228,0,0,0,0,0,0,Low,High,High,Low,Medium,Low,Low,Low,Low,0,High,0,Low,0,0,0,0,0,Low,Medium,0,0,Low,Medium
1978-10-10_SECTION_016_229,0,Low,0,0,Medium,0,0,Medium,Medium,High,0,0,Medium,Medium,0,0,High,0,0,0,0,0,0,0,0,Medium,0,0,Medium,High
1978-10-10_SECTION_016_23,0,0,0,Low,0,0,Low,High,0,High,Medium,0,High,0,0,Medium,0,0,High,0,0,0,0,0,0,0,0,0,0,High
1978-10-10_SECTION_016_230,Low,Medium,0,Low,Medium,0,0,High,Low,Medium,0,0,Medium,0,0,0,High,0,High,0,0,0,0,0,0,Medium,Low,0,Medium,High
1978-10-10_SECTION_016_231,Medium,Medium,0,0,Low,0,0,0,Medium,Medium,0,0,0,0,0,0,Low,0,High,0,0,Low,0,0,0,Medium,0,0,Medium,High
1978-10-10_SECTION_016_232,Low,High,0,0,Medium,0,Medium,0,0,Low,0,0,Low,0,0,0,Medium,0,High,0,0,0,0,0,0,0,High,0,High,High
1978-10-10_SECTION_016_233,0,Medium,0,0,0,0,0,0,0,Medium,0,0,0,0,0,0,Medium,0,High,0,0,0,0,0,0,Low,High,0,Low,High
1978-10-10_SECTION_016_234,0,0,0,Low,0,0,0,0,0,Medium,0,0,Low,0,0,0,High,0,High,0,0,0,0,0,0,Medium,High,0,Medium,High
1978-10-10_SECTION_016_235,0,0,0,0,0,0,0,Medium,0,Medium,0,0,Medium,0,0,0,High,0,High,0,0,0,0,Medium,0,High,Medium,0,Medium,High
1978-10-10_SECTION_016_236,0,Low,0,0,0,0,Low,Medium,0,High,0,0,Medium,0,0,0,High,0,High,0,0,0,0,0,0,0,Low,0,Low,High
1978-10-10_SECTION_016_237,0,0,0,0,Medium,0,0,Low,0,High,0,0,Medium,0,0,0,High,0,High,0,Medium,0,0,0,0,0,Medium,0,Low,0
1978-10-10_SECTION_016_238,0,0,0,0,Low,0,0,Medium,0,0,0,0,High,0,0,0,High,0,High,0,0,0,High,0,0,0,Medium,0,Low,Medium
1978-10-10_SECTION_016_239,0,Medium,0,0,Medium,High,Low,High,0,0,Medium,0,Medium,0,0,0,High,0,0,0,0,Low,Medium,0,0,0,Medium,Low,Medium,High
1978-10-10_SECTION_016_24,0,0,0,0,0,0,Low,High,0,0,0,0,Low,0,0,High,0,0,High,0,0,0,0,0,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_240,Medium,Low,0,0,0,0,Medium,High,0,Medium,Medium,0,Medium,0,0,0,High,0,Medium,0,0,0,0,0,0,0,0,0,Low,High
1978-10-10_SECTION_016_241,0,Medium,0,Low,0,0,Low,Low,0,Medium,0,Medium,Low,0,0,0,High,0,High,0,0,0,0,0,0,Low,Low,0,Medium,High
1978-10-10_SECTION_016_242,0,0,0,0,Medium,0,0,High,0,0,0,0,Low,0,0,0,High,0,High,0,0,0,Medium,0,0,Low,Low,0,Medium,High
1978-10-10_SECTION_016_243,0,Low,0,0,0,0,Low,High,0,0,0,0,Medium,0,0,0,High,0,High,0,0,0,Medium,0,0,0,High,0,Medium,High
1978-10-10_SECTION_016_244,0,0,0,0,0,0,0,High,Low,Medium,0,0,0,0,0,0,High,Low,High,0,0,0,Low,0,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_245,0,Low,0,0,Low,High,0,High,0,Medium,0,0,0,0,0,0,High,0,Low,0,0,0,Low,0,0,Low,0,0,Medium,High
1978-10-10_SECTION_016_246,0,Low,0,0,Medium,Low,Low,High,Low,High,0,0,0,0,0,0,High,0,0,0,0,0,Low,Low,0,Medium,0,0,High,High
1978-10-10_SECTION_016_247,0,0,0,0,Low,Low,Medium,High,Low,Medium,0,0,0,0,0,0,Medium,0,High,0,0,0,0,0,0,0,0,0,High,High
1978-10-10_SECTION_016_248,0,0,0,0,0,0,Low,Medium,0,Low,0,0,0,0,0,Medium,High,0,High,0,0,0,0,0,0,High,Low,0,Medium,High
1978-10-10_SECTION_016_249,0,0,0,Medium,0,0,High,High,Medium,Low,0,0,Medium,0,0,0,High,0,High,0,0,0,0,Low,0,High,0,Medium,Medium,High
1978-10-10_SECTION_016_25,0,0,0,High,0,0,Low,High,Low,0,0,0,0,0,0,Medium,0,0,High,0,0,0,0,0,0,Low,Medium,0,High,High
1978-10-10_SECTION_016_250,0,0,0,Low,0,0,Medium,High,Low,0,Medium,0,Low,0,0,0,High,0,High,0,Low,0,0,0,0,Low,0,0,Medium,Medium
1978-10-10_SECTION_016_251,0,0,0,0,Medium,0,Medium,High,Low,0,0,0,Medium,0,0,0,High,0,Low,0,Medium,0,Medium,0,0,0,0,0,Medium,Medium
1978-10-10_SECTION_016_252,0,0,Low,High,Low,0,Medium,High,0,Medium,0,0,0,0,0,0,High,0,High,0,0,0,0,0,0,0,High,0,Low,Medium
1978-10-10_SECTION_016_253,0,Low,0,High,Low,0,Low,High,Low,Medium,0,0,0,0,0,0,High,0,Medium,0,0,0,0,0,0,Low,0,0,Medium,High
1978-10-10_SECTION_016_254,0,0,0,High,0,Medium,Low,High,High,Medium,Low,0,0,0,0,0,High,0,0,0,0,0,0,0,0,Low,0,0,Low,High
1978-10-10_SECTION_016_255,0,0,0,Medium,High,0,High,High,High,Medium,Low,0,0,0,0,0,High,0,High,0,0,0,High,Low,0,Low,Low,0,Low,High
1978-10-10_SECTION_016_256,0,0,0,Medium,Medium,Medium,0,High,Low,High,Low,0,Medium,0,0,0,High,0,Low,0,0,0,Medium,Low,0,0,0,0,0,High
1978-10-10_SECTION_016_257,0,0,0,Medium,Medium,0,Medium,High,Medium,Low,Medium,Medium,Medium,0,0,0,Medium,0,Medium,0,0,0,High,Low,0,Low,0,0,Medium,High
1978-10-10_SECTION_016_258,0,0,Low,High,Low,0,Low,High,0,0,Medium,0,Medium,Low,Medium,0,Medium,0,Medium,0,0,Medium,Low,0,0,Medium,Low,0,Low,High
1978-10-10_SECTION_016_259,0,0,0,Medium,0,0,Medium,High,0,High,Medium,0,0,0,0,0,High,0,High,0,0,0,Medium,0,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_26,0,0,0,Medium,0,0,0,High,Medium,Medium,Low,0,Low,0,0,High,0,0,High,0,0,0,0,Low,0,Medium,Medium,Low,High,High
